standard,family,shape,lb_per_ft,A_in2,d_in,bf_in,tf_in,tw_in,rx_in,ry_in,T,kdes
AISC,HSS,HSS16X12X1/2,89.68,24.6,,,,,6.06,4.86,,
AISC,HSS,HSS16X12X3/8,68.31,18.7,,,,,6.12,4.91,,
AISC,HSS,HSS16X12X5/16,57.36,15.7,,,,,6.15,4.94,,
AISC,HSS,HSS16X10X5/8,101.85,28.0,,,,,5.84,4.05,,
AISC,HSS,HSS16X10X1/2,82.88,22.8,,,,,5.9,4.1,,
AISC,HSS,HSS16X10X3/8,63.21,17.3,,,,,5.96,4.15,,
AISC,HSS,HSS16X10X5/16,53.11,14.6,,,,,5.99,4.18,,
AISC,HSS,HSS16X10X1/4,42.84,11.8,,,,,6.02,4.21,,
AISC,HSS,HSS16X8X7/8,125.79,34.7,,,,,5.5,3.17,,
AISC,HSS,HSS16X8X3/4,109.91,30.3,,,,,5.57,3.22,,
AISC,HSS,HSS16X8X5/8,93.34,25.7,,,,,5.64,3.27,,
AISC,HSS,HSS16X8X1/2,76.07,20.9,,,,,5.7,3.32,,
AISC,HSS,HSS16X8X3/8,58.1,16.0,,,,,5.77,3.37,,
AISC,HSS,HSS16X8X5/16,48.86,13.4,,,,,5.8,3.4,,
AISC,HSS,HSS16X8X1/4,39.43,10.8,,,,,5.83,3.42,,
AISC,HSS,HSS16X6X5/8,84.84,23.3,,,,,5.38,2.46,,
AISC,HSS,HSS16X6X1/2,69.27,19.0,,,,,5.46,2.51,,
AISC,HSS,HSS16X6X3/8,53.0,14.6,,,,,5.53,2.56,,
AISC,HSS,HSS16X6X5/16,44.6,12.2,,,,,5.57,2.58,,
AISC,HSS,HSS16X6X1/4,36.03,9.9,,,,,5.6,2.61,,
AISC,HSS,HSS16X6X3/16,27.29,7.46,,,,,5.64,2.64,,
AISC,HSS,HSS16X4X5/8,76.33,21.0,,,,,5.06,1.6,,
AISC,HSS,HSS16X4X1/2,62.46,17.2,,,,,5.15,1.65,,
AISC,HSS,HSS16X4X3/8,47.9,13.2,,,,,5.23,1.71,,
AISC,HSS,HSS16X4X5/16,40.35,11.1,,,,,5.27,1.73,,
AISC,HSS,HSS16X4X1/4,32.63,8.96,,,,,5.31,1.76,,
AISC,HSS,HSS16X4X3/16,24.73,6.76,,,,,5.35,1.78,,
AISC,HSS,HSS14X14X1,168.18,46.4,,,,,5.27,5.27,,
AISC,HSS,HSS14X14X7/8,149.61,41.2,,,,,5.33,5.33,,
AISC,HSS,HSS14X14X3/4,130.33,35.9,,,,,5.38,5.38,,
AISC,HSS,HSS14X14X5/8,110.36,30.3,,,,,5.44,5.44,,
AISC,HSS,HSS14X14X1/2,89.68,24.6,,,,,5.49,5.49,,
AISC,HSS,HSS14X14X3/8,68.31,18.7,,,,,5.55,5.55,,
AISC,HSS,HSS14X14X5/16,57.36,15.7,,,,,5.58,5.58,,
AISC,HSS,HSS14X14X1/4,46.24,12.7,,,,,5.6,5.6,,
AISC,HSS,HSS14X12X5/8,101.85,28.0,,,,,5.32,4.72,,
AISC,HSS,HSS14X12X1/2,82.88,22.8,,,,,5.38,4.78,,
AISC,HSS,HSS14X12X3/8,63.21,17.3,,,,,5.43,4.83,,
AISC,HSS,HSS14X12X5/16,53.11,14.6,,,,,5.46,4.86,,
AISC,HSS,HSS14X12X1/4,42.84,11.8,,,,,5.49,4.88,,
AISC,HSS,HSS14X10X7/8,125.79,34.7,,,,,5.05,3.88,,
AISC,HSS,HSS14X10X3/4,109.91,30.3,,,,,5.11,3.93,,
AISC,HSS,HSS14X10X5/8,93.34,25.7,,,,,5.17,3.98,,
AISC,HSS,HSS14X10X1/2,76.07,20.9,,,,,5.23,4.04,,
AISC,HSS,HSS14X10X3/8,58.1,16.0,,,,,5.29,4.09,,
AISC,HSS,HSS14X10X5/16,48.86,13.4,,,,,5.32,4.12,,
AISC,HSS,HSS14X10X1/4,39.43,10.8,,,,,5.35,4.14,,
AISC,HSS,HSS14X8X5/8,84.84,23.3,,,,,5.0,3.22,,
AISC,HSS,HSS14X8X1/2,69.27,19.0,,,,,5.06,3.27,,
AISC,HSS,HSS14X8X3/8,53.0,14.6,,,,,5.12,3.32,,
AISC,HSS,HSS14X8X5/16,44.6,12.2,,,,,5.15,3.35,,
AISC,HSS,HSS14X8X1/4,36.03,9.9,,,,,5.19,3.38,,
AISC,HSS,HSS14X8X3/16,27.29,7.46,,,,,5.22,3.4,,
AISC,HSS,HSS14X6X5/8,76.33,21.0,,,,,4.77,2.43,,
AISC,HSS,HSS14X6X1/2,62.46,17.2,,,,,4.84,2.48,,
AISC,HSS,HSS14X6X3/8,47.9,13.2,,,,,4.91,2.53,,
AISC,HSS,HSS14X6X5/16,40.35,11.1,,,,,4.94,2.55,,
AISC,HSS,HSS14X6X1/4,32.63,8.96,,,,,4.98,2.58,,
AISC,HSS,HSS14X6X3/16,24.73,6.76,,,,,5.01,2.61,,
AISC,HSS,HSS14X4X5/8,67.82,18.7,,,,,4.47,1.59,,
AISC,HSS,HSS14X4X1/2,55.66,15.3,,,,,4.55,1.64,,
AISC,HSS,HSS14X4X3/8,42.79,11.8,,,,,4.63,1.69,,
AISC,HSS,HSS14X4X5/16,36.1,9.92,,,,,4.67,1.72,,
AISC,HSS,HSS14X4X1/4,29.23,8.03,,,,,4.71,1.74,,
AISC,HSS,HSS14X4X3/16,22.18,6.06,,,,,4.74,1.77,,
AISC,HSS,HSS12X12X1,140.96,39.0,,,,,4.45,4.45,,
AISC,HSS,HSS12X12X7/8,125.79,34.7,,,,,4.51,4.51,,
AISC,HSS,HSS12X12X3/4,109.91,30.3,,,,,4.56,4.56,,
AISC,HSS,HSS12X12X5/8,93.34,25.7,,,,,4.62,4.62,,
AISC,HSS,HSS12X12X1/2,76.07,20.9,,,,,4.68,4.68,,
AISC,HSS,HSS12X12X3/8,58.1,16.0,,,,,4.73,4.73,,
AISC,HSS,HSS12X12X5/16,48.86,13.4,,,,,4.76,4.76,,
AISC,HSS,HSS12X12X1/4,39.43,10.8,,,,,4.79,4.79,,
AISC,HSS,HSS12X12X3/16,29.84,8.15,,,,,4.82,4.82,,
AISC,HSS,HSS12X10X5/8,84.84,23.3,,,,,4.5,3.9,,
AISC,HSS,HSS12X10X1/2,69.27,19.0,,,,,4.56,3.96,,
AISC,HSS,HSS12X10X3/8,53.0,14.6,,,,,4.61,4.01,,
AISC,HSS,HSS12X10X5/16,44.6,12.2,,,,,4.64,4.04,,
AISC,HSS,HSS12X10X1/4,36.03,9.9,,,,,4.67,4.07,,
AISC,HSS,HSS12X10X3/16,27.29,7.46,,,,,4.7,4.09,,
AISC,HSS,HSS12X8X5/8,76.33,21.0,,,,,4.34,3.16,,
AISC,HSS,HSS12X8X1/2,62.46,17.2,,,,,4.41,3.21,,
AISC,HSS,HSS12X8X3/8,47.9,13.2,,,,,4.47,3.27,,
AISC,HSS,HSS12X8X5/16,40.35,11.1,,,,,4.5,3.29,,
AISC,HSS,HSS12X8X1/4,32.63,8.96,,,,,4.53,3.32,,
AISC,HSS,HSS12X8X3/16,24.73,6.76,,,,,4.56,3.35,,
AISC,HSS,HSS12X6X5/8,67.82,18.7,,,,,4.14,2.39,,
AISC,HSS,HSS12X6X1/2,55.66,15.3,,,,,4.21,2.44,,
AISC,HSS,HSS12X6X3/8,42.79,11.8,,,,,4.28,2.49,,
AISC,HSS,HSS12X6X5/16,36.1,9.92,,,,,4.31,2.52,,
AISC,HSS,HSS12X6X1/4,29.23,8.03,,,,,4.34,2.54,,
AISC,HSS,HSS12X6X3/16,22.18,6.06,,,,,4.38,2.57,,
AISC,HSS,HSS12X4X5/8,59.32,16.4,,,,,3.87,1.57,,
AISC,HSS,HSS12X4X1/2,48.85,13.5,,,,,3.95,1.62,,
AISC,HSS,HSS12X4X3/8,37.69,10.4,,,,,4.02,1.67,,
AISC,HSS,HSS12X4X5/16,31.84,8.76,,,,,4.06,1.7,,
AISC,HSS,HSS12X4X1/4,25.82,7.1,,,,,4.1,1.72,,
AISC,HSS,HSS12X4X3/16,19.63,5.37,,,,,4.13,1.75,,
AISC,HSS,HSS12X3X5/16,29.72,8.17,,,,,3.9,1.27,,
AISC,HSS,HSS12X3X1/4,24.12,6.63,,,,,3.94,1.29,,
AISC,HSS,HSS12X3X3/16,18.35,5.02,,,,,3.98,1.32,,
AISC,HSS,HSS12X2X5/16,27.59,7.59,,,,,3.71,0.82,,
AISC,HSS,HSS12X2X1/4,22.42,6.17,,,,,3.75,0.845,,
AISC,HSS,HSS12X2X3/16,17.08,4.67,,,,,3.8,0.872,,
AISC,HSS,HSS10X10X3/4,89.5,24.7,,,,,3.75,3.75,,
AISC,HSS,HSS10X10X5/8,76.33,21.0,,,,,3.8,3.8,,
AISC,HSS,HSS10X10X1/2,62.46,17.2,,,,,3.86,3.86,,
AISC,HSS,HSS10X10X3/8,47.9,13.2,,,,,3.92,3.92,,
AISC,HSS,HSS10X10X5/16,40.35,11.1,,,,,3.94,3.94,,
AISC,HSS,HSS10X10X1/4,32.63,8.96,,,,,3.97,3.97,,
AISC,HSS,HSS10X10X3/16,24.73,6.76,,,,,4.0,4.0,,
AISC,HSS,HSS10X8X5/8,67.82,18.7,,,,,3.68,3.09,,
AISC,HSS,HSS10X8X1/2,55.66,15.3,,,,,3.73,3.14,,
AISC,HSS,HSS10X8X3/8,42.79,11.8,,,,,3.79,3.19,,
AISC,HSS,HSS10X8X5/16,36.1,9.92,,,,,3.82,3.22,,
AISC,HSS,HSS10X8X1/4,29.23,8.03,,,,,3.85,3.25,,
AISC,HSS,HSS10X8X3/16,22.18,6.06,,,,,3.88,3.28,,
AISC,HSS,HSS10X6X5/8,59.32,16.4,,,,,3.5,2.34,,
AISC,HSS,HSS10X6X1/2,48.85,13.5,,,,,3.57,2.39,,
AISC,HSS,HSS10X6X3/8,37.69,10.4,,,,,3.63,2.44,,
AISC,HSS,HSS10X6X5/16,31.84,8.76,,,,,3.66,2.47,,
AISC,HSS,HSS10X6X1/4,25.82,7.1,,,,,3.69,2.49,,
AISC,HSS,HSS10X6X3/16,19.63,5.37,,,,,3.73,2.52,,
AISC,HSS,HSS10X5X3/8,35.13,9.67,,,,,3.53,2.05,,
AISC,HSS,HSS10X5X5/16,29.72,8.17,,,,,3.56,2.07,,
AISC,HSS,HSS10X5X1/4,24.12,6.63,,,,,3.6,2.1,,
AISC,HSS,HSS10X4X5/8,50.81,14.0,,,,,3.26,1.54,,
AISC,HSS,HSS10X4X1/2,42.05,11.6,,,,,3.34,1.59,,
AISC,HSS,HSS10X4X3/8,32.58,8.97,,,,,3.41,1.64,,
AISC,HSS,HSS10X4X5/16,27.59,7.59,,,,,3.44,1.67,,
AISC,HSS,HSS10X4X1/4,22.42,6.17,,,,,3.48,1.7,,
AISC,HSS,HSS10X4X3/16,17.08,4.67,,,,,3.52,1.72,,
AISC,HSS,HSS10X4X1/8,11.56,3.16,,,,,3.55,1.75,,
AISC,HSS,HSS10X3-1/2X3/8,31.31,8.62,,,,,3.34,1.44,,
AISC,HSS,HSS10X3-1/2X5/16,26.53,7.3,,,,,3.38,1.46,,
AISC,HSS,HSS10X3-1/2X1/4,21.57,5.93,,,,,3.41,1.49,,
AISC,HSS,HSS10X3-1/2X3/16,16.44,4.5,,,,,3.45,1.51,,
AISC,HSS,HSS10X3X3/8,30.03,8.27,,,,,3.26,1.22,,
AISC,HSS,HSS10X3X5/16,25.46,7.01,,,,,3.3,1.25,,
AISC,HSS,HSS10X3X1/4,20.72,5.7,,,,,3.34,1.28,,
AISC,HSS,HSS10X3X3/16,15.8,4.32,,,,,3.38,1.3,,
AISC,HSS,HSS10X3X1/8,10.71,2.93,,,,,3.42,1.33,,
AISC,HSS,HSS10X2X3/8,27.48,7.58,,,,,3.08,0.787,,
AISC,HSS,HSS10X2X5/16,23.34,6.43,,,,,3.12,0.812,,
AISC,HSS,HSS10X2X1/4,19.02,5.24,,,,,3.17,0.838,,
AISC,HSS,HSS10X2X3/16,14.53,3.98,,,,,3.21,0.864,,
AISC,HSS,HSS10X2X1/8,9.86,2.7,,,,,3.25,0.89,,
AISC,HSS,HSS9X9X5/8,67.82,18.7,,,,,3.4,3.4,,
AISC,HSS,HSS9X9X1/2,55.66,15.3,,,,,3.45,3.45,,
AISC,HSS,HSS9X9X3/8,42.79,11.8,,,,,3.51,3.51,,
AISC,HSS,HSS9X9X5/16,36.1,9.92,,,,,3.54,3.54,,
AISC,HSS,HSS9X9X1/4,29.23,8.03,,,,,3.56,3.56,,
AISC,HSS,HSS9X9X3/16,22.18,6.06,,,,,3.59,3.59,,
AISC,HSS,HSS9X9X1/8,14.96,4.09,,,,,3.62,3.62,,
AISC,HSS,HSS9X7X5/8,59.32,16.4,,,,,3.26,2.68,,
AISC,HSS,HSS9X7X1/2,48.85,13.5,,,,,3.32,2.73,,
AISC,HSS,HSS9X7X3/8,37.69,10.4,,,,,3.38,2.78,,
AISC,HSS,HSS9X7X5/16,31.84,8.76,,,,,3.41,2.81,,
AISC,HSS,HSS9X7X1/4,25.82,7.1,,,,,3.44,2.84,,
AISC,HSS,HSS9X7X3/16,19.63,5.37,,,,,3.47,2.87,,
AISC,HSS,HSS9X5X5/8,50.81,14.0,,,,,3.08,1.92,,
AISC,HSS,HSS9X5X1/2,42.05,11.6,,,,,3.14,1.97,,
AISC,HSS,HSS9X5X3/8,32.58,8.97,,,,,3.21,2.03,,
AISC,HSS,HSS9X5X5/16,27.59,7.59,,,,,3.24,2.05,,
AISC,HSS,HSS9X5X1/4,22.42,6.17,,,,,3.27,2.08,,
AISC,HSS,HSS9X5X3/16,17.08,4.67,,,,,3.31,2.1,,
AISC,HSS,HSS9X3X1/2,35.24,9.74,,,,,2.88,1.17,,
AISC,HSS,HSS9X3X3/8,27.48,7.58,,,,,2.96,1.21,,
AISC,HSS,HSS9X3X5/16,23.34,6.43,,,,,3.0,1.24,,
AISC,HSS,HSS9X3X1/4,19.02,5.24,,,,,3.04,1.27,,
AISC,HSS,HSS9X3X3/16,14.53,3.98,,,,,3.07,1.29,,
AISC,HSS,HSS8X8X5/8,59.32,16.4,,,,,2.99,2.99,,
AISC,HSS,HSS8X8X1/2,48.85,13.5,,,,,3.04,3.04,,
AISC,HSS,HSS8X8X3/8,37.69,10.4,,,,,3.1,3.1,,
AISC,HSS,HSS8X8X5/16,31.84,8.76,,,,,3.13,3.13,,
AISC,HSS,HSS8X8X1/4,25.82,7.1,,,,,3.15,3.15,,
AISC,HSS,HSS8X8X3/16,19.63,5.37,,,,,3.18,3.18,,
AISC,HSS,HSS8X8X1/8,13.26,3.62,,,,,3.21,3.21,,
AISC,HSS,HSS8X6X5/8,50.81,14.0,,,,,2.85,2.27,,
AISC,HSS,HSS8X6X1/2,42.05,11.6,,,,,2.91,2.32,,
AISC,HSS,HSS8X6X3/8,32.58,8.97,,,,,2.97,2.38,,
AISC,HSS,HSS8X6X5/16,27.59,7.59,,,,,3.0,2.4,,
AISC,HSS,HSS8X6X1/4,22.42,6.17,,,,,3.03,2.43,,
AISC,HSS,HSS8X6X3/16,17.08,4.67,,,,,3.06,2.46,,
AISC,HSS,HSS8X4X5/8,42.3,11.7,,,,,2.64,1.51,,
AISC,HSS,HSS8X4X1/2,35.24,9.74,,,,,2.71,1.56,,
AISC,HSS,HSS8X4X3/8,27.48,7.58,,,,,2.78,1.61,,
AISC,HSS,HSS8X4X5/16,23.34,6.43,,,,,2.82,1.63,,
AISC,HSS,HSS8X4X1/4,19.02,5.24,,,,,2.85,1.66,,
AISC,HSS,HSS8X4X3/16,14.53,3.98,,,,,2.88,1.69,,
AISC,HSS,HSS8X4X1/8,9.86,2.7,,,,,2.92,1.71,,
AISC,HSS,HSS8X3X1/2,31.84,8.81,,,,,2.58,1.15,,
AISC,HSS,HSS8X3X3/8,24.93,6.88,,,,,2.65,1.2,,
AISC,HSS,HSS8X3X5/16,21.21,5.85,,,,,2.69,1.23,,
AISC,HSS,HSS8X3X1/4,17.32,4.77,,,,,2.73,1.25,,
AISC,HSS,HSS8X3X3/16,13.25,3.63,,,,,2.77,1.28,,
AISC,HSS,HSS8X3X1/8,9.01,2.46,,,,,2.8,1.31,,
AISC,HSS,HSS8X2X1/2,28.43,7.88,,,,,2.4,0.73,,
AISC,HSS,HSS8X2X3/8,22.37,6.18,,,,,2.49,0.777,,
AISC,HSS,HSS8X2X5/16,19.08,5.26,,,,,2.53,0.802,,
AISC,HSS,HSS8X2X1/4,15.62,4.3,,,,,2.57,0.827,,
AISC,HSS,HSS8X2X3/16,11.97,3.28,,,,,2.61,0.853,,
AISC,HSS,HSS8X2X1/8,8.16,2.23,,,,,2.65,0.879,,
AISC,HSS,HSS7X7X5/8,50.81,14.0,,,,,2.58,2.58,,
AISC,HSS,HSS7X7X1/2,42.05,11.6,,,,,2.63,2.63,,
AISC,HSS,HSS7X7X3/8,32.58,8.97,,,,,2.69,2.69,,
AISC,HSS,HSS7X7X5/16,27.59,7.59,,,,,2.72,2.72,,
AISC,HSS,HSS7X7X1/4,22.42,6.17,,,,,2.75,2.75,,
AISC,HSS,HSS7X7X3/16,17.08,4.67,,,,,2.77,2.77,,
AISC,HSS,HSS7X7X1/8,11.56,3.16,,,,,2.8,2.8,,
AISC,HSS,HSS7X5X1/2,35.24,9.74,,,,,2.5,1.91,,
AISC,HSS,HSS7X5X3/8,27.48,7.58,,,,,2.56,1.97,,
AISC,HSS,HSS7X5X5/16,23.34,6.43,,,,,2.59,1.99,,
AISC,HSS,HSS7X5X1/4,19.02,5.24,,,,,2.62,2.02,,
AISC,HSS,HSS7X5X3/16,14.53,3.98,,,,,2.65,2.05,,
AISC,HSS,HSS7X5X1/8,9.86,2.7,,,,,2.68,2.07,,
AISC,HSS,HSS7X4X1/2,31.84,8.81,,,,,2.4,1.53,,
AISC,HSS,HSS7X4X3/8,24.93,6.88,,,,,2.46,1.58,,
AISC,HSS,HSS7X4X5/16,21.21,5.85,,,,,2.5,1.61,,
AISC,HSS,HSS7X4X1/4,17.32,4.77,,,,,2.53,1.64,,
AISC,HSS,HSS7X4X3/16,13.25,3.63,,,,,2.56,1.66,,
AISC,HSS,HSS7X4X1/8,9.01,2.46,,,,,2.59,1.69,,
AISC,HSS,HSS7X3X1/2,28.43,7.88,,,,,2.27,1.14,,
AISC,HSS,HSS7X3X3/8,22.37,6.18,,,,,2.35,1.19,,
AISC,HSS,HSS7X3X5/16,19.08,5.26,,,,,2.38,1.21,,
AISC,HSS,HSS7X3X1/4,15.62,4.3,,,,,2.42,1.24,,
AISC,HSS,HSS7X3X3/16,11.97,3.28,,,,,2.45,1.26,,
AISC,HSS,HSS7X3X1/8,8.16,2.23,,,,,2.49,1.29,,
AISC,HSS,HSS7X2X1/4,13.91,3.84,,,,,2.27,0.819,,
AISC,HSS,HSS7X2X3/16,10.7,2.93,,,,,2.31,0.845,,
AISC,HSS,HSS7X2X1/8,7.31,2.0,,,,,2.35,0.871,,
AISC,HSS,HSS6X6X5/8,42.3,11.7,,,,,2.17,2.17,,
AISC,HSS,HSS6X6X1/2,35.24,9.74,,,,,2.23,2.23,,
AISC,HSS,HSS6X6X3/8,27.48,7.58,,,,,2.28,2.28,,
AISC,HSS,HSS6X6X5/16,23.34,6.43,,,,,2.31,2.31,,
AISC,HSS,HSS6X6X1/4,19.02,5.24,,,,,2.34,2.34,,
AISC,HSS,HSS6X6X3/16,14.53,3.98,,,,,2.37,2.37,,
AISC,HSS,HSS6X6X1/8,9.86,2.7,,,,,2.39,2.39,,
AISC,HSS,HSS6X5X1/2,31.84,8.81,,,,,2.16,1.87,,
AISC,HSS,HSS6X5X3/8,24.93,6.88,,,,,2.22,1.92,,
AISC,HSS,HSS6X5X5/16,21.21,5.85,,,,,2.25,1.95,,
AISC,HSS,HSS6X5X1/4,17.32,4.77,,,,,2.28,1.98,,
AISC,HSS,HSS6X5X3/16,13.25,3.63,,,,,2.31,2.01,,
AISC,HSS,HSS6X5X1/8,9.01,2.46,,,,,2.34,2.03,,
AISC,HSS,HSS6X4X1/2,28.43,7.88,,,,,2.08,1.5,,
AISC,HSS,HSS6X4X3/8,22.37,6.18,,,,,2.14,1.55,,
AISC,HSS,HSS6X4X5/16,19.08,5.26,,,,,2.17,1.58,,
AISC,HSS,HSS6X4X1/4,15.62,4.3,,,,,2.2,1.61,,
AISC,HSS,HSS6X4X3/16,11.97,3.28,,,,,2.23,1.63,,
AISC,HSS,HSS6X4X1/8,8.16,2.23,,,,,2.26,1.66,,
AISC,HSS,HSS6X3X1/2,25.03,6.95,,,,,1.97,1.12,,
AISC,HSS,HSS6X3X3/8,19.82,5.48,,,,,2.04,1.17,,
AISC,HSS,HSS6X3X5/16,16.96,4.68,,,,,2.07,1.19,,
AISC,HSS,HSS6X3X1/4,13.91,3.84,,,,,2.1,1.22,,
AISC,HSS,HSS6X3X3/16,10.7,2.93,,,,,2.14,1.25,,
AISC,HSS,HSS6X3X1/8,7.31,2.0,,,,,2.17,1.27,,
AISC,HSS,HSS6X2X3/8,17.27,4.78,,,,,1.89,0.76,,
AISC,HSS,HSS6X2X5/16,14.83,4.1,,,,,1.93,0.785,,
AISC,HSS,HSS6X2X1/4,12.21,3.37,,,,,1.97,0.81,,
AISC,HSS,HSS6X2X3/16,9.42,2.58,,,,,2.01,0.836,,
AISC,HSS,HSS6X2X1/8,6.46,1.77,,,,,2.05,0.861,,
AISC,HSS,HSS5-1/2X5-1/2X3/8,24.93,6.88,,,,,2.08,2.08,,
AISC,HSS,HSS5-1/2X5-1/2X5/16,21.21,5.85,,,,,2.11,2.11,,
AISC,HSS,HSS5-1/2X5-1/2X1/4,17.32,4.77,,,,,2.13,2.13,,
AISC,HSS,HSS5-1/2X5-1/2X3/16,13.25,3.63,,,,,2.16,2.16,,
AISC,HSS,HSS5-1/2X5-1/2X1/8,9.01,2.46,,,,,2.19,2.19,,
AISC,HSS,HSS5X5X1/2,28.43,7.88,,,,,1.82,1.82,,
AISC,HSS,HSS5X5X3/8,22.37,6.18,,,,,1.87,1.87,,
AISC,HSS,HSS5X5X5/16,19.08,5.26,,,,,1.9,1.9,,
AISC,HSS,HSS5X5X1/4,15.62,4.3,,,,,1.93,1.93,,
AISC,HSS,HSS5X5X3/16,11.97,3.28,,,,,1.96,1.96,,
AISC,HSS,HSS5X5X1/8,8.16,2.23,,,,,1.99,1.99,,
AISC,HSS,HSS5X4X1/2,25.03,6.95,,,,,1.75,1.46,,
AISC,HSS,HSS5X4X3/8,19.82,5.48,,,,,1.81,1.52,,
AISC,HSS,HSS5X4X5/16,16.96,4.68,,,,,1.84,1.54,,
AISC,HSS,HSS5X4X1/4,13.91,3.84,,,,,1.87,1.57,,
AISC,HSS,HSS5X4X3/16,10.7,2.93,,,,,1.9,1.6,,
AISC,HSS,HSS5X4X1/8,7.31,2.0,,,,,1.93,1.62,,
AISC,HSS,HSS5X3X1/2,21.63,6.02,,,,,1.65,1.09,,
AISC,HSS,HSS5X3X3/8,17.27,4.78,,,,,1.72,1.14,,
AISC,HSS,HSS5X3X5/16,14.83,4.1,,,,,1.75,1.17,,
AISC,HSS,HSS5X3X1/4,12.21,3.37,,,,,1.78,1.19,,
AISC,HSS,HSS5X3X3/16,9.42,2.58,,,,,1.82,1.22,,
AISC,HSS,HSS5X3X1/8,6.46,1.77,,,,,1.85,1.25,,
AISC,HSS,HSS5X2-1/2X1/4,11.36,3.14,,,,,1.73,0.999,,
AISC,HSS,HSS5X2-1/2X3/16,8.78,2.41,,,,,1.77,1.02,,
AISC,HSS,HSS5X2-1/2X1/8,6.03,1.65,,,,,1.8,1.05,,
AISC,HSS,HSS5X2X3/8,14.72,4.09,,,,,1.59,0.748,,
AISC,HSS,HSS5X2X5/16,12.7,3.52,,,,,1.63,0.772,,
AISC,HSS,HSS5X2X1/4,10.51,2.91,,,,,1.67,0.797,,
AISC,HSS,HSS5X2X3/16,8.15,2.24,,,,,1.7,0.823,,
AISC,HSS,HSS5X2X1/8,5.61,1.54,,,,,1.74,0.848,,
AISC,HSS,HSS4-1/2X4-1/2X1/2,25.03,6.95,,,,,1.61,1.61,,
AISC,HSS,HSS4-1/2X4-1/2X3/8,19.82,5.48,,,,,1.67,1.67,,
AISC,HSS,HSS4-1/2X4-1/2X5/16,16.96,4.68,,,,,1.7,1.7,,
AISC,HSS,HSS4-1/2X4-1/2X1/4,13.91,3.84,,,,,1.73,1.73,,
AISC,HSS,HSS4-1/2X4-1/2X3/16,10.7,2.93,,,,,1.75,1.75,,
AISC,HSS,HSS4-1/2X4-1/2X1/8,7.31,2.0,,,,,1.78,1.78,,
AISC,HSS,HSS4X4X1/2,21.63,6.02,,,,,1.41,1.41,,
AISC,HSS,HSS4X4X3/8,17.27,4.78,,,,,1.47,1.47,,
AISC,HSS,HSS4X4X5/16,14.83,4.1,,,,,1.49,1.49,,
AISC,HSS,HSS4X4X1/4,12.21,3.37,,,,,1.52,1.52,,
AISC,HSS,HSS4X4X3/16,9.42,2.58,,,,,1.55,1.55,,
AISC,HSS,HSS4X4X1/8,6.46,1.77,,,,,1.58,1.58,,
AISC,HSS,HSS4X3X3/8,14.72,4.09,,,,,1.39,1.11,,
AISC,HSS,HSS4X3X5/16,12.7,3.52,,,,,1.42,1.13,,
AISC,HSS,HSS4X3X1/4,10.51,2.91,,,,,1.45,1.16,,
AISC,HSS,HSS4X3X3/16,8.15,2.24,,,,,1.49,1.19,,
AISC,HSS,HSS4X3X1/8,5.61,1.54,,,,,1.52,1.21,,
AISC,HSS,HSS4X2-1/2X1/4,9.66,2.67,,,,,1.41,0.973,,
AISC,HSS,HSS4X2-1/2X3/16,7.51,2.06,,,,,1.44,0.999,,
AISC,HSS,HSS4X2-1/2X1/8,5.18,1.42,,,,,1.47,1.03,,
AISC,HSS,HSS4X2X3/8,12.17,3.39,,,,,1.29,0.729,,
AISC,HSS,HSS4X2X5/16,10.58,2.94,,,,,1.32,0.754,,
AISC,HSS,HSS4X2X1/4,8.81,2.44,,,,,1.36,0.779,,
AISC,HSS,HSS4X2X3/16,6.87,1.89,,,,,1.39,0.804,,
AISC,HSS,HSS4X2X1/8,4.75,1.3,,,,,1.43,0.83,,
AISC,HSS,HSS4X1-1/2X1/4,7.96,2.21,,,,,1.29,0.576,,
AISC,HSS,HSS4X1-1/2X3/16,6.23,1.71,,,,,1.33,0.602,,
AISC,HSS,HSS4X1-1/2X1/8,4.33,1.19,,,,,1.36,0.627,,
AISC,HSS,HSS3-1/2X3-1/2X3/8,14.72,4.09,,,,,1.26,1.26,,
AISC,HSS,HSS3-1/2X3-1/2X5/16,12.7,3.52,,,,,1.29,1.29,,
AISC,HSS,HSS3-1/2X3-1/2X1/4,10.51,2.91,,,,,1.32,1.32,,
AISC,HSS,HSS3-1/2X3-1/2X3/16,8.15,2.24,,,,,1.35,1.35,,
AISC,HSS,HSS3-1/2X3-1/2X1/8,5.61,1.54,,,,,1.37,1.37,,
AISC,HSS,HSS3-1/2X2-1/2X3/8,12.17,3.39,,,,,1.18,0.904,,
AISC,HSS,HSS3-1/2X2-1/2X5/16,10.58,2.94,,,,,1.22,0.93,,
AISC,HSS,HSS3-1/2X2-1/2X1/4,8.81,2.44,,,,,1.25,0.956,,
AISC,HSS,HSS3-1/2X2-1/2X3/16,6.87,1.89,,,,,1.28,0.983,,
AISC,HSS,HSS3-1/2X2-1/2X1/8,4.75,1.3,,,,,1.31,1.01,,
AISC,HSS,HSS3-1/2X2X1/4,7.96,2.21,,,,,1.2,0.766,,
AISC,HSS,HSS3-1/2X2X3/16,6.23,1.71,,,,,1.23,0.792,,
AISC,HSS,HSS3-1/2X2X1/8,4.33,1.19,,,,,1.27,0.818,,
AISC,HSS,HSS3-1/2X1-1/2X1/4,7.11,1.97,,,,,1.14,0.569,,
