standard,family,shape,lb_per_ft,A_in2,d_in,bf_in,tf_in,tw_in,rx_in,ry_in,T,kdes
AISC,L,L2-1/2X1-1/2X1/4,3.19,0.947,1.5,,,,0.792,0.411,,0.5
AISC,L,L2-1/2X1-1/2X3/16,2.44,0.724,1.5,,,,0.801,0.418,,0.438
AISC,L,L2X2X3/8,4.7,1.37,2.0,,,,0.591,0.591,,0.625
AISC,L,L2X2X5/16,3.92,1.16,2.0,,,,0.598,0.598,,0.563
AISC,L,L2X2X1/4,3.19,0.944,2.0,,,,0.605,0.605,,0.5
AISC,L,L2X2X3/16,2.44,0.722,2.0,,,,0.612,0.612,,0.438
AISC,L,L2X2X1/8,1.65,0.491,2.0,,,,0.62,0.62,,0.375
AISC,WT,WT22X204,204.0,59.9,22.4,16.1,2.17,1.22,6.68,3.56,,2.96
AISC,WT,WT22X184,184.0,54.0,22.2,16.0,1.97,1.1,6.64,3.54,,2.76
AISC,WT,WT22X167.5,167.5,49.2,22.0,15.9,1.77,1.03,6.63,3.49,,2.56
AISC,WT,WT22X145,145.0,42.6,21.8,15.8,1.58,0.865,6.54,3.49,,2.36
AISC,WT,WT22X131,131.0,38.5,21.7,15.8,1.42,0.785,6.53,3.47,,2.2
AISC,WT,WT22X115,115.0,33.9,21.5,15.8,1.22,0.71,6.53,3.43,,2.01
AISC,WT,WT20X327.5,327.5,96.4,21.8,16.9,3.54,1.97,6.22,3.86,,4.72
AISC,WT,WT20X296.5,296.5,87.2,21.5,16.7,3.23,1.79,6.16,3.8,,4.41
AISC,WT,WT20X251.5,251.5,74.0,21.0,16.4,2.76,1.54,6.07,3.72,,3.94
AISC,WT,WT20X215.5,215.5,63.3,20.6,16.2,2.36,1.34,6.01,3.65,,3.54
AISC,WT,WT20X198.5,198.5,58.3,20.5,16.1,2.2,1.22,5.96,3.63,,3.38
AISC,WT,WT20X186,186.0,54.7,20.3,16.1,2.05,1.16,5.95,3.6,,3.23
AISC,WT,WT20X181,181.0,53.2,20.3,16.0,2.01,1.12,5.92,3.6,,3.19
AISC,WT,WT20X162,162.0,47.7,20.1,15.9,1.81,1.0,5.88,3.57,,2.99
AISC,WT,WT20X148.5,148.5,43.6,19.9,15.8,1.65,0.93,5.87,3.54,,2.83
AISC,WT,WT20X138.5,138.5,40.7,19.8,15.8,1.58,0.83,5.78,3.58,,2.76
AISC,WT,WT20X124.5,124.5,36.7,19.7,15.8,1.42,0.75,5.75,3.55,,2.6
AISC,WT,WT20X107.5,107.5,31.8,19.5,15.8,1.22,0.65,5.71,3.54,,2.4
AISC,WT,WT20X99.5,99.5,29.2,19.3,15.8,1.07,0.65,5.81,3.45,,2.25
AISC,WT,WT20X196,196.0,57.8,20.8,12.4,2.52,1.42,6.27,2.64,,3.7
AISC,WT,WT20X165.5,165.5,48.8,20.4,12.2,2.13,1.22,6.21,2.57,,3.31
AISC,WT,WT20X163.5,163.5,47.9,20.4,12.1,2.13,1.18,6.19,2.58,,3.31
AISC,WT,WT20X147,147.0,43.1,20.2,12.0,1.93,1.06,6.14,2.55,,3.11
AISC,WT,WT20X139,139.0,41.0,20.1,12.0,1.81,1.03,6.14,2.52,,2.99
AISC,WT,WT20X132,132.0,38.7,20.0,11.9,1.73,0.96,6.11,2.52,,2.91
AISC,WT,WT20X117.5,117.5,34.6,19.8,11.9,1.58,0.83,6.04,2.54,,2.76
AISC,WT,WT20X105.5,105.5,31.1,19.7,11.8,1.42,0.75,6.01,2.51,,2.6
AISC,WT,WT20X91.5,91.5,26.7,19.5,11.8,1.2,0.65,5.98,2.49,,2.38
AISC,WT,WT20X83.5,83.5,24.5,19.3,11.8,1.03,0.65,6.05,2.4,,2.21
AISC,WT,WT20X74.5,74.5,21.9,19.1,11.8,0.83,0.63,6.1,2.29,,2.01
AISC,WT,WT18X462.5,462.5,136.0,21.6,18.6,4.53,3.02,6.14,4.26,,5.28
AISC,WT,WT18X426.5,426.5,126.0,21.6,18.2,4.53,2.52,5.96,4.27,,5.28
AISC,WT,WT18X401,401.0,118.0,21.3,18.0,4.29,2.38,5.9,4.22,,5.04
AISC,WT,WT18X361.5,361.5,107.0,20.9,17.8,3.9,2.17,5.81,4.16,,4.65
AISC,WT,WT18X326,326.0,96.2,20.5,17.6,3.54,1.97,5.74,4.1,,4.49
AISC,WT,WT18X264.5,264.5,77.8,19.9,17.2,2.91,1.61,5.6,4.0,,3.86
AISC,WT,WT18X243.5,243.5,71.7,19.7,17.1,2.68,1.5,5.57,3.96,,3.63
AISC,WT,WT18X220.5,220.5,64.9,19.4,17.0,2.44,1.36,5.52,3.92,,3.39
AISC,WT,WT18X197.5,197.5,58.1,19.2,16.8,2.2,1.22,5.47,3.88,,3.15
AISC,WT,WT18X180.5,180.5,53.0,19.0,16.7,2.01,1.12,5.43,3.85,,2.96
AISC,WT,WT18X165,165.0,48.4,18.8,16.6,1.85,1.02,5.39,3.83,,2.8
AISC,WT,WT18X151,151.0,44.5,18.7,16.7,1.68,0.945,5.37,3.82,,2.63
AISC,WT,WT18X141,141.0,41.5,18.6,16.6,1.57,0.885,5.36,3.8,,2.52
AISC,WT,WT18X131,131.0,38.5,18.4,16.6,1.44,0.84,5.36,3.76,,2.39
AISC,WT,WT18X123.5,123.5,36.3,18.3,16.5,1.35,0.8,5.36,3.74,,2.3
AISC,WT,WT18X115.5,115.5,34.1,18.2,16.5,1.26,0.76,5.36,3.71,,2.21
AISC,WT,WT18X193.5,193.5,56.8,19.5,12.7,2.56,1.42,5.8,2.79,,3.31
AISC,WT,WT18X175,175.0,51.5,19.3,12.6,2.32,1.3,5.78,2.75,,3.07
AISC,WT,WT18X159,159.0,46.7,19.1,12.4,2.13,1.18,5.72,2.7,,2.88
AISC,WT,WT18X143,143.0,42.0,18.9,12.3,1.93,1.06,5.69,2.68,,2.68
AISC,WT,WT18X128,128.0,37.6,18.7,12.2,1.73,0.96,5.66,2.65,,2.48
AISC,WT,WT18X116,116.0,34.0,18.6,12.1,1.57,0.87,5.63,2.62,,2.32
AISC,WT,WT18X105,105.0,30.9,18.3,12.2,1.36,0.83,5.65,2.58,,2.11
AISC,WT,WT18X97,97.0,28.5,18.2,12.1,1.26,0.765,5.62,2.56,,2.01
AISC,WT,WT18X91,91.0,26.8,18.2,12.1,1.18,0.725,5.62,2.55,,1.93
AISC,WT,WT18X85,85.0,25.0,18.1,12.0,1.1,0.68,5.61,2.53,,1.85
AISC,WT,WT18X80,80.0,23.5,18.0,12.0,1.02,0.65,5.61,2.5,,1.77
AISC,WT,WT18X75,75.0,22.1,17.9,12.0,0.94,0.625,5.62,2.47,,1.69
AISC,WT,WT18X67.5,67.5,19.9,17.8,12.0,0.79,0.6,5.66,2.38,,1.54
AISC,WT,WT16.5X193.5,193.5,57.0,18.0,16.2,2.28,1.26,5.07,3.77,,3.07
AISC,WT,WT16.5X177,177.0,52.1,17.8,16.1,2.09,1.16,5.03,3.74,,2.88
AISC,WT,WT16.5X159,159.0,46.8,17.6,16.0,1.89,1.04,4.99,3.71,,2.68
AISC,WT,WT16.5X145.5,145.5,42.8,17.4,15.9,1.73,0.96,4.96,3.68,,2.52
AISC,WT,WT16.5X131.5,131.5,38.7,17.3,15.8,1.57,0.87,4.93,3.65,,2.36
AISC,WT,WT16.5X120.5,120.5,35.6,17.1,15.9,1.4,0.83,4.96,3.62,,2.19
AISC,WT,WT16.5X110.5,110.5,32.6,17.0,15.8,1.28,0.775,4.95,3.59,,2.06
AISC,WT,WT16.5X100.5,100.5,29.7,16.8,15.7,1.15,0.715,4.95,3.56,,1.94
AISC,WT,WT16.5X84.5,84.5,24.7,16.9,11.5,1.22,0.67,5.12,2.5,,1.92
AISC,WT,WT16.5X76,76.0,22.5,16.7,11.6,1.06,0.635,5.14,2.47,,1.76
AISC,WT,WT16.5X70.5,70.5,20.7,16.7,11.5,0.96,0.605,5.15,2.43,,1.66
AISC,WT,WT16.5X65,65.0,19.1,16.5,11.5,0.855,0.58,5.18,2.38,,1.56
AISC,WT,WT16.5X59,59.0,17.4,16.4,11.5,0.74,0.55,5.2,2.32,,1.44
AISC,WT,WT15X195.5,195.5,57.6,16.6,15.6,2.44,1.36,4.61,3.67,,3.23
AISC,WT,WT15X178.5,178.5,52.5,16.4,15.5,2.24,1.24,4.56,3.64,,3.03
AISC,WT,WT15X163,163.0,48.0,16.2,15.4,2.05,1.14,4.52,3.6,,2.84
AISC,WT,WT15X146,146.0,43.0,16.0,15.3,1.85,1.02,4.48,3.58,,2.64
AISC,WT,WT15X130.5,130.5,38.5,15.8,15.2,1.65,0.93,4.46,3.53,,2.44
AISC,WT,WT15X117.5,117.5,34.7,15.7,15.1,1.5,0.83,4.41,3.51,,2.29
AISC,WT,WT15X105.5,105.5,31.1,15.5,15.1,1.32,0.775,4.43,3.49,,2.1
AISC,WT,WT15X95.5,95.5,28.0,15.3,15.0,1.19,0.71,4.42,3.46,,1.97
AISC,WT,WT15X86.5,86.5,25.4,15.2,15.0,1.07,0.655,4.42,3.42,,1.85
AISC,WT,WT15X74,74.0,21.8,15.3,10.5,1.18,0.65,4.63,2.28,,1.83
AISC,WT,WT15X66,66.0,19.5,15.2,10.5,1.0,0.615,4.66,2.25,,1.65
AISC,WT,WT15X62,62.0,18.2,15.1,10.5,0.93,0.585,4.66,2.23,,1.58
AISC,WT,WT15X58,58.0,17.1,15.0,10.5,0.85,0.565,4.67,2.19,,1.5
AISC,WT,WT15X54,54.0,15.9,14.9,10.5,0.76,0.545,4.69,2.15,,1.41
AISC,WT,WT15X49.5,49.5,14.5,14.8,10.5,0.67,0.52,4.71,2.1,,1.32
AISC,WT,WT15X45,45.0,13.2,14.8,10.4,0.61,0.47,4.69,2.09,,1.26
AISC,WT,WT13.5X269.5,269.5,79.3,16.3,15.3,3.54,1.97,4.39,3.65,,4.33
AISC,WT,WT13.5X184,184.0,54.2,15.2,14.7,2.48,1.38,4.16,3.48,,3.27
AISC,WT,WT13.5X168,168.0,49.5,15.0,14.6,2.28,1.26,4.12,3.45,,3.07
AISC,WT,WT13.5X153.5,153.5,45.2,14.8,14.4,2.09,1.16,4.08,3.41,,2.88
AISC,WT,WT13.5X140.5,140.5,41.5,14.6,14.4,1.93,1.06,4.04,3.39,,2.72
AISC,WT,WT13.5X129,129.0,38.1,14.5,14.3,1.77,0.98,4.02,3.36,,2.56
AISC,WT,WT13.5X117.5,117.5,34.7,14.3,14.2,1.61,0.91,4.0,3.33,,2.4
AISC,WT,WT13.5X108.5,108.5,32.0,14.2,14.1,1.5,0.83,3.96,3.32,,2.29
AISC,WT,WT13.5X97,97.0,28.6,14.1,14.0,1.34,0.75,3.94,3.29,,2.13
AISC,WT,WT13.5X89,89.0,26.3,13.9,14.1,1.19,0.725,3.97,3.25,,1.98
AISC,WT,WT13.5X80.5,80.5,23.8,13.8,14.0,1.08,0.66,3.95,3.23,,1.87
AISC,WT,WT13.5X73,73.0,21.6,13.7,14.0,0.975,0.605,3.95,3.2,,1.76
AISC,WT,WT13.5X64.5,64.5,18.9,13.8,10.0,1.1,0.61,4.13,2.21,,1.7
AISC,WT,WT13.5X57,57.0,16.8,13.6,10.1,0.93,0.57,4.15,2.18,,1.53
AISC,WT,WT13.5X51,51.0,15.0,13.5,10.0,0.83,0.515,4.14,2.15,,1.43
AISC,WT,WT13.5X47,47.0,13.8,13.5,10.0,0.745,0.49,4.16,2.12,,1.34
AISC,WT,WT13.5X42,42.0,12.4,13.4,10.0,0.64,0.46,4.18,2.07,,1.24
AISC,WT,WT12X185,185.0,54.5,14.0,13.7,2.72,1.52,3.78,3.27,,3.22
AISC,WT,WT12X167.5,167.5,49.1,13.8,13.5,2.48,1.38,3.73,3.23,,2.98
AISC,WT,WT12X153,153.0,44.9,13.6,13.4,2.28,1.26,3.69,3.2,,2.78
AISC,WT,WT12X139.5,139.5,41.0,13.4,13.3,2.09,1.16,3.65,3.17,,2.59
AISC,WT,WT12X125,125.0,36.8,13.2,13.2,1.89,1.04,3.61,3.14,,2.39
AISC,WT,WT12X114.5,114.5,33.6,13.0,13.1,1.73,0.96,3.58,3.11,,2.23
AISC,WT,WT12X103.5,103.5,30.3,12.9,13.0,1.57,0.87,3.55,3.08,,2.07
AISC,WT,WT12X96,96.0,28.2,12.7,13.0,1.46,0.81,3.53,3.07,,1.96
AISC,WT,WT12X88,88.0,25.8,12.6,12.9,1.34,0.75,3.51,3.04,,1.84
AISC,WT,WT12X81,81.0,23.9,12.5,13.0,1.22,0.705,3.5,3.05,,1.72
AISC,WT,WT12X73,73.0,21.5,12.4,12.9,1.09,0.65,3.5,3.01,,1.59
AISC,WT,WT12X65.5,65.5,19.3,12.2,12.9,0.96,0.605,3.52,2.97,,1.46
AISC,WT,WT12X58.5,58.5,17.2,12.1,12.8,0.85,0.55,3.51,2.94,,1.35
AISC,WT,WT12X52,52.0,15.3,12.0,12.8,0.75,0.5,3.51,2.91,,1.25
AISC,WT,WT12X51.5,51.5,15.1,12.3,9.0,0.98,0.55,3.67,1.99,,1.48
AISC,WT,WT12X47,47.0,13.8,12.2,9.07,0.875,0.515,3.67,1.98,,1.38
AISC,WT,WT12X42,42.0,12.4,12.1,9.02,0.77,0.47,3.67,1.95,,1.27
AISC,WT,WT12X38,38.0,11.2,12.0,8.99,0.68,0.44,3.68,1.92,,1.18
AISC,WT,WT12X34,34.0,10.0,11.9,8.97,0.585,0.415,3.7,1.87,,1.09
AISC,WT,WT12X31,31.0,9.11,11.9,7.04,0.59,0.43,3.79,1.38,,1.09
AISC,WT,WT12X27.5,27.5,8.1,11.8,7.01,0.505,0.395,3.8,1.34,,1.01
AISC,WT,WT10.5X137.5,137.5,40.9,12.1,12.9,2.19,1.22,3.2,3.1,,3.37
AISC,WT,WT10.5X124,124.0,37.0,11.9,12.8,1.99,1.1,3.15,3.07,,3.17
AISC,WT,WT10.5X111.5,111.5,33.2,11.7,12.7,1.79,1.0,3.12,3.04,,2.97
AISC,WT,WT10.5X100.5,100.5,29.6,11.5,12.6,1.63,0.91,3.1,3.02,,2.13
AISC,WT,WT10.5X91,91.0,26.8,11.4,12.5,1.48,0.83,3.07,3.0,,1.98
AISC,WT,WT10.5X83,83.0,24.4,11.2,12.4,1.36,0.75,3.04,2.99,,1.86
AISC,WT,WT10.5X73.5,73.5,21.6,11.0,12.5,1.15,0.72,3.08,2.95,,1.65
AISC,WT,WT10.5X66,66.0,19.4,10.9,12.4,1.04,0.65,3.06,2.93,,1.54
AISC,WT,WT10.5X61,61.0,17.9,10.8,12.4,0.96,0.6,3.04,2.91,,1.46
AISC,WT,WT10.5X55.5,55.5,16.3,10.8,12.3,0.875,0.55,3.03,2.9,,1.38
AISC,WT,WT10.5X50.5,50.5,14.9,10.7,12.3,0.8,0.5,3.01,2.89,,1.3
AISC,WT,WT10.5X46.5,46.5,13.7,10.8,8.42,0.93,0.58,3.25,1.84,,1.43
AISC,WT,WT10.5X41.5,41.5,12.2,10.7,8.36,0.835,0.515,3.22,1.83,,1.34
AISC,WT,WT10.5X36.5,36.5,10.7,10.6,8.3,0.74,0.455,3.21,1.81,,1.24
AISC,WT,WT10.5X34,34.0,10.0,10.6,8.27,0.685,0.43,3.2,1.8,,1.19
AISC,WT,WT10.5X31,31.0,9.13,10.5,8.24,0.615,0.4,3.21,1.77,,1.12
AISC,WT,WT10.5X27.5,27.5,8.1,10.4,8.22,0.522,0.375,3.23,1.73,,1.02
AISC,WT,WT10.5X24,24.0,7.07,10.3,8.14,0.43,0.35,3.26,1.66,,0.93
AISC,WT,WT10.5X28.5,28.5,8.37,10.5,6.56,0.65,0.405,3.29,1.35,,1.15
AISC,WT,WT10.5X25,25.0,7.36,10.4,6.53,0.535,0.38,3.3,1.3,,1.04
AISC,WT,WT10.5X22,22.0,6.49,10.3,6.5,0.45,0.35,3.31,1.26,,0.95
AISC,WT,WT9X155.5,155.5,45.8,11.2,12.0,2.74,1.52,2.89,2.95,,3.24
AISC,WT,WT9X141.5,141.5,41.7,10.9,11.9,2.5,1.4,2.85,2.91,,3.0
AISC,WT,WT9X129,129.0,38.0,10.7,11.8,2.3,1.28,2.8,2.88,,2.7
AISC,WT,WT9X117,117.0,34.3,10.5,11.7,2.11,1.16,2.75,2.85,,2.51
AISC,WT,WT9X105.5,105.5,31.2,10.3,11.6,1.91,1.06,2.72,2.82,,2.31
AISC,WT,WT9X96,96.0,28.1,10.2,11.5,1.75,0.96,2.68,2.79,,2.15
AISC,WT,WT9X87.5,87.5,25.7,10.0,11.4,1.59,0.89,2.66,2.76,,1.99
AISC,WT,WT9X79,79.0,23.2,9.86,11.3,1.44,0.81,2.63,2.74,,1.84
AISC,WT,WT9X71.5,71.5,21.0,9.75,11.2,1.32,0.73,2.6,2.72,,1.72
AISC,WT,WT9X65,65.0,19.2,9.63,11.2,1.2,0.67,2.58,2.7,,1.6
AISC,WT,WT9X59.5,59.5,17.6,9.49,11.3,1.06,0.655,2.6,2.69,,1.46
AISC,WT,WT9X53,53.0,15.6,9.37,11.2,0.94,0.59,2.59,2.66,,1.34
AISC,WT,WT9X48.5,48.5,14.2,9.3,11.1,0.87,0.535,2.56,2.65,,1.27
AISC,WT,WT9X43,43.0,12.7,9.2,11.1,0.77,0.48,2.55,2.63,,1.17
AISC,WT,WT9X38,38.0,11.1,9.11,11.0,0.68,0.425,2.54,2.61,,1.08
AISC,WT,WT9X35.5,35.5,10.4,9.24,7.64,0.81,0.495,2.74,1.7,,1.21
AISC,WT,WT9X32.5,32.5,9.55,9.18,7.59,0.75,0.45,2.72,1.69,,1.15
AISC,WT,WT9X30,30.0,8.82,9.12,7.56,0.695,0.415,2.71,1.68,,1.1
AISC,WT,WT9X27.5,27.5,8.1,9.06,7.53,0.63,0.39,2.71,1.67,,1.03
AISC,WT,WT9X25,25.0,7.34,9.0,7.5,0.57,0.355,2.7,1.65,,0.972
AISC,WT,WT9X23,23.0,6.77,9.03,6.06,0.605,0.36,2.77,1.29,,1.01
AISC,WT,WT9X20,20.0,5.88,8.95,6.02,0.525,0.315,2.76,1.27,,0.927
AISC,WT,WT9X17.5,17.5,5.15,8.85,6.0,0.425,0.3,2.79,1.22,,0.827
AISC,WT,WT8X50,50.0,14.7,8.49,10.4,0.985,0.585,2.28,2.51,,1.39
AISC,WT,WT8X44.5,44.5,13.1,8.38,10.4,0.875,0.525,2.27,2.49,,1.28
AISC,WT,WT8X38.5,38.5,11.3,8.26,10.3,0.76,0.455,2.24,2.47,,1.16
AISC,WT,WT8X33.5,33.5,9.81,8.17,10.2,0.665,0.395,2.22,2.46,,1.07
AISC,WT,WT8X28.5,28.5,8.39,8.22,7.12,0.715,0.43,2.41,1.6,,1.12
AISC,WT,WT8X25,25.0,7.37,8.13,7.07,0.63,0.38,2.4,1.59,,1.03
AISC,WT,WT8X22.5,22.5,6.63,8.07,7.04,0.565,0.345,2.39,1.57,,0.967
AISC,WT,WT8X20,20.0,5.89,8.01,7.0,0.505,0.305,2.37,1.56,,0.907
AISC,WT,WT8X18,18.0,5.29,7.93,6.99,0.43,0.295,2.41,1.52,,0.832
AISC,WT,WT8X15.5,15.5,4.56,7.94,5.53,0.44,0.275,2.45,1.17,,0.842
AISC,WT,WT8X13,13.0,3.84,7.85,5.5,0.345,0.25,2.47,1.12,,0.747
AISC,WT,WT7X436.5,436.5,129.0,11.8,18.8,5.51,3.94,2.84,4.89,,6.1
AISC,WT,WT7X404,404.0,119.0,11.4,18.6,5.12,3.74,2.75,4.82,,5.71
AISC,WT,WT7X365,365.0,107.0,11.2,17.9,4.91,3.07,2.62,4.69,,5.51
AISC,WT,WT7X332.5,332.5,97.8,10.8,17.7,4.52,2.83,2.52,4.62,,5.12
AISC,WT,WT7X302.5,302.5,89.0,10.5,17.4,4.16,2.6,2.43,4.55,,4.76
AISC,WT,WT7X275,275.0,80.9,10.1,17.2,3.82,2.38,2.34,4.49,,4.42
AISC,WT,WT7X250,250.0,73.5,9.8,17.0,3.5,2.19,2.26,4.43,,4.1
AISC,WT,WT7X227.5,227.5,66.9,9.51,16.8,3.21,2.02,2.19,4.38,,3.81
AISC,WT,WT7X213,213.0,62.7,9.34,16.7,3.04,1.88,2.14,4.34,,3.63
AISC,WT,WT7X199,199.0,58.4,9.15,16.6,2.85,1.77,2.1,4.31,,3.44
AISC,WT,WT7X185,185.0,54.4,8.96,16.5,2.66,1.66,2.05,4.27,,3.26
AISC,WT,WT7X171,171.0,50.3,8.77,16.4,2.47,1.54,2.01,4.24,,3.07
AISC,WT,WT7X155.5,155.5,45.7,8.56,16.2,2.26,1.41,1.96,4.2,,2.86
AISC,WT,WT7X141.5,141.5,41.6,8.37,16.1,2.07,1.29,1.92,4.17,,2.67
AISC,WT,WT7X128.5,128.5,37.8,8.19,16.0,1.89,1.18,1.88,4.13,,2.49
AISC,WT,WT7X116.5,116.5,34.2,8.02,15.9,1.72,1.07,1.84,4.1,,2.32
AISC,WT,WT7X105.5,105.5,31.0,7.86,15.8,1.56,0.98,1.81,4.07,,2.16
AISC,WT,WT7X96.5,96.5,28.4,7.74,15.7,1.44,0.89,1.78,4.05,,2.04
AISC,WT,WT7X88,88.0,25.9,7.61,15.7,1.31,0.83,1.76,4.02,,1.91
AISC,WT,WT7X79.5,79.5,23.4,7.49,15.6,1.19,0.745,1.73,4.0,,1.79
AISC,WT,WT7X72.5,72.5,21.3,7.39,15.5,1.09,0.68,1.71,3.98,,1.69
AISC,WT,WT7X66,66.0,19.4,7.33,14.7,1.03,0.645,1.73,3.76,,1.63
AISC,WT,WT7X60,60.0,17.7,7.24,14.7,0.94,0.59,1.71,3.74,,1.54
AISC,WT,WT7X54.5,54.5,16.0,7.16,14.6,0.86,0.525,1.68,3.73,,1.46
AISC,WT,WT7X49.5,49.5,14.6,7.08,14.6,0.78,0.485,1.67,3.71,,1.38
AISC,WT,WT7X45,45.0,13.2,7.01,14.5,0.71,0.44,1.66,3.7,,1.31
AISC,WT,WT7X41,41.0,12.0,7.16,10.1,0.855,0.51,1.85,2.48,,1.45
AISC,WT,WT7X37,37.0,10.9,7.09,10.1,0.785,0.45,1.82,2.48,,1.38
AISC,WT,WT7X34,34.0,10.0,7.02,10.0,0.72,0.415,1.81,2.46,,1.31
AISC,WT,WT7X30.5,30.5,8.96,6.95,10.0,0.645,0.375,1.8,2.45,,1.24
AISC,WT,WT7X26.5,26.5,7.8,6.96,8.06,0.66,0.37,1.88,1.92,,1.25
AISC,WT,WT7X24,24.0,7.07,6.9,8.03,0.595,0.34,1.88,1.91,,1.19
AISC,WT,WT7X21.5,21.5,6.31,6.83,8.0,0.53,0.305,1.86,1.89,,1.12
AISC,WT,WT7X19,19.0,5.58,7.05,6.77,0.515,0.31,2.04,1.55,,0.915
AISC,WT,WT7X17,17.0,5.0,6.99,6.75,0.455,0.285,2.04,1.53,,0.855
AISC,WT,WT7X15,15.0,4.42,6.92,6.73,0.385,0.27,2.07,1.49,,0.785
AISC,WT,WT7X13,13.0,3.85,6.96,5.03,0.42,0.255,2.12,1.08,,0.82
AISC,WT,WT7X11,11.0,3.25,6.87,5.0,0.335,0.23,2.14,1.04,,0.735
AISC,WT,WT6X168,168.0,49.5,8.41,13.4,2.96,1.78,1.96,3.47,,3.55
AISC,WT,WT6X152.5,152.5,44.7,8.16,13.2,2.71,1.63,1.9,3.42,,3.3
AISC,WT,WT6X139.5,139.5,41.0,7.93,13.1,2.47,1.53,1.86,3.38,,3.07
AISC,WT,WT6X126,126.0,37.1,7.71,13.0,2.25,1.4,1.81,3.34,,2.85
AISC,WT,WT6X115,115.0,33.8,7.53,12.9,2.07,1.29,1.77,3.31,,2.67
AISC,WT,WT6X105,105.0,30.9,7.36,12.8,1.9,1.18,1.73,3.28,,2.5
AISC,WT,WT6X95,95.0,28.0,7.19,12.7,1.74,1.06,1.68,3.25,,2.33
AISC,WT,WT6X85,85.0,25.0,7.02,12.6,1.56,0.96,1.65,3.22,,2.16
AISC,WT,WT6X76,76.0,22.4,6.86,12.5,1.4,0.87,1.62,3.19,,2.0
AISC,WT,WT6X68,68.0,20.0,6.71,12.4,1.25,0.79,1.59,3.16,,1.85
AISC,WT,WT6X60,60.0,17.6,6.56,12.3,1.11,0.71,1.57,3.13,,1.7
AISC,WT,WT6X53,53.0,15.6,6.45,12.2,0.99,0.61,1.53,3.11,,1.59
AISC,WT,WT6X48,48.0,14.1,6.36,12.2,0.9,0.55,1.51,3.09,,1.5
AISC,WT,WT6X43.5,43.5,12.8,6.27,12.1,0.81,0.515,1.5,3.07,,1.41
AISC,WT,WT6X39.5,39.5,11.6,6.19,12.1,0.735,0.47,1.49,3.05,,1.33
AISC,WT,WT6X36,36.0,10.6,6.13,12.0,0.67,0.43,1.48,3.04,,1.27
AISC,WT,WT6X32.5,32.5,9.54,6.06,12.0,0.605,0.39,1.47,3.02,,1.2
AISC,WT,WT6X29,29.0,8.52,6.1,10.0,0.64,0.36,1.5,2.51,,1.24
AISC,WT,WT6X26.5,26.5,7.78,6.03,10.0,0.575,0.345,1.51,2.48,,1.18
AISC,WT,WT6X25,25.0,7.3,6.1,8.08,0.64,0.37,1.6,1.96,,1.14
AISC,WT,WT6X22.5,22.5,6.56,6.03,8.05,0.575,0.335,1.59,1.95,,1.08
AISC,WT,WT6X20,20.0,5.84,5.97,8.01,0.515,0.295,1.57,1.94,,1.02
AISC,WT,WT6X17.5,17.5,5.17,6.25,6.56,0.52,0.3,1.76,1.54,,0.82
AISC,WT,WT6X15,15.0,4.4,6.17,6.52,0.44,0.26,1.75,1.52,,0.74
AISC,WT,WT6X13,13.0,3.82,6.11,6.49,0.38,0.23,1.75,1.51,,0.68
AISC,WT,WT6X11,11.0,3.24,6.16,4.03,0.425,0.26,1.9,0.847,,0.725
AISC,WT,WT6X9.5,9.5,2.79,6.08,4.01,0.35,0.235,1.9,0.821,,0.65
AISC,WT,WT6X8,8.0,2.36,6.0,3.99,0.265,0.22,1.92,0.773,,0.565
AISC,WT,WT6X7,7.0,2.08,5.96,3.97,0.225,0.2,1.92,0.753,,0.525
AISC,WT,WT5X56,56.0,16.5,5.68,10.4,1.25,0.755,1.32,2.67,,1.75
AISC,WT,WT5X50,50.0,14.7,5.55,10.3,1.12,0.68,1.29,2.65,,1.62
AISC,WT,WT5X44,44.0,13.0,5.42,10.3,0.99,0.605,1.27,2.63,,1.49
